Name,DateTime,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Time
Florey,11/03/2015,3,2,23,26,10,13,26,32
Civic,11/02/2015,0,0,31,37,17,15,37,23
Florey,11/02/2015,3,19,33,40,11,13,40,23
Monash,11/02/2015,7,17,37,44,13,14,44,23
Civic,11/01/2015,0,0,32,38,18,26,38,24
Monash,11/01/2015,8,11,38,45,28,27,45,24
Florey,11/01/2015,5,18,35,40,17,19,40,24
Florey,10/31/2015,3,10,25,31,22,24,31,24
Monash,10/31/2015,2,13,36,44,28,26,44,24
Civic,10/31/2015,,,26,32,32,31,32,24
Monash,10/30/2015,1,15,38,47,26,20,47,24
Civic,10/30/2015,,,30,37,31,26,37,24
Florey,10/30/2015,3,19,33,39,20,19,39,24
Civic,10/29/2015,,,27,34,34,23,34,24
Florey,10/29/2015,3,12,31,38,18,21,38,24
Monash,10/29/2015,1,6,35,41,20,13,41,24
Florey,10/28/2015,1,7,23,27,18,39,39,24
Civic,10/28/2015,,,24,29,34,13,34,24
Monash,10/28/2015,1,4,30,37,16,19,37,24
Florey,10/27/2015,1,1,19,24,27,24,27,24
Civic,10/27/2015,,,23,29,35,40,40,24
Monash,10/27/2015,1,0,27,33,27,30,33,24
Florey,10/26/2015,5,15,30,36,28,22,36,24
Civic,10/26/2015,,,28,34,33,42,42,24
Monash,10/26/2015,3,15,40,49,29,32,49,24
Florey,10/25/2015,6,20,32,39,21,25,39,24
Monash,10/25/2015,3,19,41,51,33,25,51,24
Civic,10/25/2015,,,30,37,24,31,37,24
Monash,10/24/2015,2,17,36,44,27,14,44,24
Civic,10/24/2015,,,25,31,30,21,31,24
Florey,10/24/2015,4,21,25,31,17,16,31,24
Florey,10/23/2015,1,2,16,19,11,12,19,24
Monash,10/23/2015,1,4,26,31,10,9,31,24
Civic,10/23/2015,,,17,21,29,18,29,24
Monash,10/22/2015,2,3,37,44,15,16,44,24
Civic,10/22/2015,,,26,32,17,24,32,24
Florey,10/22/2015,2,3,19,23,14,16,23,24
Monash,10/21/2015,2,9,34,41,24,27,41,24
Florey,10/21/2015,2,9,17,20,20,24,24,24
Civic,10/21/2015,,,21,26,29,27,29,24
Civic,10/20/2015,,,30,35,34,37,37,24
Florey,10/20/2015,4,12,26,32,25,27,32,24
Monash,10/20/2015,3,10,40,50,29,28,50,24
Monash,10/19/2015,2,18,40,50,28,29,50,24
Florey,10/19/2015,7,11,21,26,28,24,28,24
Civic,10/19/2015,,,27,32,33,31,33,24
Civic,10/18/2015,,,20,24,25,25,25,24
Monash,10/18/2015,2,8,32,39,23,23,39,24
Florey,10/18/2015,3,9,18,22,26,22,26,24
Monash,10/17/2015,4,17,40,49,31,31,49,24
Civic,10/17/2015,,,28,33,64,36,64,24
Florey,10/17/2015,8,20,25,30,38,26,38,24
Florey,10/16/2015,6,27,28,35,35,27,35,24
Monash,10/16/2015,3,24,40,49,29,30,49,24
Civic,10/16/2015,,,29,36,67,40,67,24
Florey,10/15/2015,4,27,27,33,34,28,34,24
Monash,10/15/2015,2,21,40,49,26,32,49,24
Civic,10/15/2015,,,29,36,40,36,40,24
Monash,10/14/2015,2,15,45,54,18,23,54,24
Civic,10/14/2015,,,31,38,28,28,38,24
Florey,10/14/2015,3,20,27,33,18,22,33,24
Civic,10/13/2015,,,21,25,23,24,25,24
Florey,10/13/2015,2,3,22,26,16,16,26,24
Monash,10/13/2015,1,4,32,38,13,18,38,24
Civic,10/12/2015,,,28,35,23,21,35,24
Florey,10/12/2015,2,17,27,34,15,16,34,24
Monash,10/12/2015,2,12,38,47,15,20,47,24
Monash,10/11/2015,2,9,40,49,24,26,49,24
Florey,10/11/2015,4,13,27,34,19,19,34,24
Civic,10/11/2015,,,31,36,24,25,36,24
Monash,10/10/2015,2,10,44,51,32,26,51,24
Civic,10/10/2015,,,34,40,41,35,41,24
Florey,10/10/2015,2,14,25,30,32,22,32,24
Civic,10/09/2015,,,29,34,43,36,43,24
Monash,10/09/2015,2,10,41,47,36,27,47,24
Florey,10/09/2015,2,8,25,30,33,25,33,24
Monash,10/08/2015,1,10,31,39,28,29,39,24
Florey,10/08/2015,1,4,27,32,31,30,32,24
Civic,10/08/2015,,,25,30,65,32,65,24
Monash,10/07/2015,3,16,28,31,33,31,33,24
Civic,10/07/2015,,,16,19,58,40,58,24
Florey,10/07/2015,4,16,21,25,32,30,32,24
Florey,10/06/2015,6,20,37,46,31,24,46,24
Monash,10/06/2015,12,25,45,55,30,28,55,24
Civic,10/06/2015,,,31,37,57,36,57,24
Monash,10/05/2015,11,21,34,42,26,32,42,24
Florey,10/05/2015,7,19,31,36,28,24,36,24
Civic,10/05/2015,,,28,34,50,36,50,24
Monash,10/04/2015,4,16,39,44,25,29,44,24
Civic,10/04/2015,,,26,31,49,35,49,24
Florey,10/04/2015,5,18,29,35,25,23,35,24
Civic,10/03/2015,,,27,34,34,33,34,24
Monash,10/03/2015,4,15,36,44,23,31,44,24
Florey,10/03/2015,7,18,33,40,25,26,40,24
Florey,10/02/2015,4,21,34,41,27,30,41,24
Monash,10/02/2015,3,20,41,48,23,31,48,24
Civic,10/02/2015,,,31,36,40,35,40,24
Florey,10/01/2015,2,13,30,35,26,28,35,24
Monash,10/01/2015,1,12,34,42,22,40,42,24
Civic,10/01/2015,,,21,25,34,30,34,24
Civic,09/30/2015,,,21,24,42,34,42,24
Florey,09/30/2015,,15,26,,28,34,34,24
Monash,09/30/2015,4,15,32,39,25,41,41,24
Florey,09/29/2015,,18,25,,27,34,34,24
Civic,09/29/2015,,,24,30,42,34,42,24
Monash,09/29/2015,4,19,31,38,24,40,40,24
Monash,09/28/2015,2,14,30,38,17,30,38,24
Civic,09/28/2015,,,23,27,28,21,28,24
Florey,09/28/2015,,15,25,,18,29,29,24
Civic,09/27/2015,,,24,28,21,22,28,24
Florey,09/27/2015,,10,22,,20,32,32,24
Monash,09/27/2015,6,11,28,35,17,32,35,24
Monash,09/26/2015,2,13,26,31,7,10,31,24
Florey,09/26/2015,,17,18,,9,12,18,24
Civic,09/26/2015,,,17,21,26,16,26,24
Monash,09/25/2015,1,3,27,33,9,7,33,24
Florey,09/25/2015,,19,21,,9,9,21,24
Civic,09/25/2015,,,21,26,19,10,26,24
Monash,09/24/2015,2,1,27,33,9,13,33,24
Civic,09/24/2015,,,22,27,17,7,27,24
Florey,09/24/2015,,7,23,,8,12,23,24
Florey,09/23/2015,,3,22,,12,14,22,24
Monash,09/23/2015,0,1,27,33,9,16,33,24
Civic,09/23/2015,,,22,27,17,19,27,24
Florey,09/22/2015,,6,20,,20,26,26,24
Monash,09/22/2015,3,12,28,35,18,32,35,24
Civic,09/22/2015,,,21,25,28,26,28,24
Monash,09/21/2015,5,15,32,39,23,36,39,24
Civic,09/21/2015,,,23,27,31,30,31,24
Florey,09/21/2015,,15,26,,23,31,31,24
Florey,09/20/2015,,18,24,,17,20,24,24
Civic,09/20/2015,,,25,31,22,20,31,24
Monash,09/20/2015,3,20,36,44,17,19,44,24
Monash,09/19/2015,3,11,27,34,10,22,34,24
Civic,09/19/2015,,,20,24,18,16,24,24
Florey,09/19/2015,,11,18,,15,16,18,24
Monash,09/18/2015,1,6,29,35,20,33,35,24
Florey,09/18/2015,,11,21,,25,23,25,24
Civic,09/18/2015,,,22,27,24,27,27,24
Civic,09/17/2015,,,26,31,24,24,31,24
Monash,09/17/2015,4,11,37,43,20,33,43,24
Florey,09/17/2015,,9,21,,24,18,24,24
Florey,09/16/2015,,10,23,,15,19,23,24
Civic,09/16/2015,,,21,26,27,18,27,24
Monash,09/16/2015,3,10,29,35,15,24,35,24
Civic,09/15/2015,,,23,28,34,34,34,24
Florey,09/15/2015,,14,23,,24,26,26,24
Monash,09/15/2015,5,15,29,36,27,46,46,24
Florey,09/14/2015,,21,31,,26,32,32,24
Civic,09/14/2015,,,27,33,34,36,36,24
Monash,09/14/2015,6,20,35,43,27,49,49,24
Civic,09/13/2015,,,30,35,28,43,43,24
Monash,09/13/2015,7,20,40,48,24,47,48,24
Florey,09/13/2015,,18,29,,24,44,44,24
Civic,09/12/2015,,,27,32,32,51,51,24
Florey,09/12/2015,,15,30,,26,47,47,24
Monash,09/12/2015,7,19,33,41,23,43,43,24
Civic,09/11/2015,,,26,32,24,24,32,24
Florey,09/11/2015,,23,29,,15,28,29,24
Monash,09/11/2015,7,20,32,39,27,43,43,24
Monash,09/10/2015,4,22,33,40,16,39,40,24
Civic,09/10/2015,,,29,35,25,29,35,24
Florey,09/10/2015,,22,30,,25,35,35,24
Civic,09/09/2015,,,19,23,21,28,28,24
Monash,09/09/2015,7,13,27,34,18,40,40,24
Florey,09/09/2015,,13,21,,22,30,30,24
Florey,09/08/2015,,11,24,,17,20,24,24
Civic,09/08/2015,,,24,29,21,22,29,24
Monash,09/08/2015,2,15,28,34,10,22,34,24
Florey,09/07/2015,,4,26,,20,30,30,24
Civic,09/07/2015,,,23,27,23,31,31,24
Monash,09/07/2015,3,10,29,35,16,29,35,24
Florey,09/06/2015,,7,22,,28,42,42,24
Monash,09/06/2015,2,15,28,35,20,49,49,24
Civic,09/06/2015,,,23,27,19,26,27,24
Monash,09/05/2015,7,15,34,41,23,51,51,24
Florey,09/05/2015,,5,25,,32,50,50,24
Civic,09/05/2015,,,28,33,24,32,33,24
Monash,09/04/2015,3,17,27,32,13,22,32,24
Civic,09/04/2015,,,23,26,20,27,27,24
Florey,09/04/2015,,7,22,,21,34,34,24
Civic,09/03/2015,,,24,25,33,30,33,24
Monash,09/03/2015,4,15,31,37,27,45,45,24
Florey,09/03/2015,,16,23,,28,36,36,24
Civic,09/02/2015,,,24,14,32,34,34,24
Florey,09/02/2015,,20,22,,27,34,34,24
Monash,09/02/2015,7,20,27,33,28,52,52,24
Florey,09/01/2015,,10,23,,22,38,38,24
Monash,09/01/2015,6,17,25,30,20,40,40,24
Civic,09/01/2015,,,23,26,28,32,32,24
Civic,08/31/2015,,,19,24,23,22,24,24
Monash,08/31/2015,12,12,28,34,13,36,36,24
Florey,08/31/2015,,13,19,,15,26,26,24
Florey,08/30/2015,,7,19,,17,28,28,24
Monash,08/30/2015,17,12,25,31,23,48,48,24
Civic,08/30/2015,,,19,23,16,27,27,24
Civic,08/29/2015,,,23,29,16,16,29,24
Monash,08/29/2015,14,16,28,34,11,28,34,24
Florey,08/29/2015,,8,23,,10,14,23,24
Monash,08/28/2015,13,16,27,31,10,25,31,24
Civic,08/28/2015,,,20,23,12,12,23,24
Florey,08/28/2015,,7,20,,5,11,20,24
Civic,08/27/2015,,,18,22,11,12,22,24
Florey,08/27/2015,,7,18,,6,12,18,24
Monash,08/27/2015,10,9,25,30,3,5,30,24
Civic,08/26/2015,,,23,28,6,11,28,24
Monash,08/26/2015,10,1,23,28,2,9,28,24
Florey,08/26/2015,,12,23,,6,8,23,24
Monash,08/25/2015,11,2,22,25,6,11,25,24
Civic,08/25/2015,,,22,28,10,15,28,24
Florey,08/25/2015,,3,22,,8,10,22,24
Florey,08/24/2015,,11,22,,12,20,22,24
Monash,08/24/2015,11,6,14,15,13,20,20,24
Civic,08/24/2015,,,22,25,13,25,25,24
Monash,08/23/2015,11,14,16,19,23,39,39,24
Civic,08/23/2015,,,21,25,29,43,43,24
Florey,08/23/2015,,13,21,,25,38,38,24
Monash,08/22/2015,9,15,17,21,36,71,71,24
Florey,08/22/2015,,16,24,,41,64,64,24
Civic,08/22/2015,,,24,30,46,49,49,24
Monash,08/21/2015,11,22,15,18,37,72,72,24
Florey,08/21/2015,,20,27,,45,73,73,24
Civic,08/21/2015,,,27,33,47,52,52,24
Monash,08/20/2015,9,20,17,21,38,76,76,24
Civic,08/20/2015,,,24,30,50,58,58,24
Florey,08/20/2015,,21,24,,55,90,90,24
Civic,08/19/2015,,,27,32,37,39,39,24
Monash,08/19/2015,8,23,19,23,35,62,62,24
Florey,08/19/2015,,28,27,,40,67,67,24
Monash,08/18/2015,5,20,19,22,15,27,27,24
Florey,08/18/2015,,18,23,,13,20,23,24
Civic,08/18/2015,,,23,29,20,22,29,24
Civic,08/17/2015,,,20,23,15,22,23,24
Monash,08/17/2015,2,14,18,20,21,30,30,24
Florey,08/17/2015,,7,20,,18,29,29,24
Florey,08/16/2015,,11,22,,25,46,46,24
Civic,08/16/2015,,,22,27,19,27,27,24
Monash,08/16/2015,5,13,17,20,26,54,54,24
Florey,08/15/2015,,17,24,,25,46,46,24
Monash,08/15/2015,8,21,22,24,22,53,53,24
Civic,08/15/2015,,,24,29,23,27,29,24
Florey,08/14/2015,,13,20,,10,15,20,24
Monash,08/14/2015,9,14,15,17,23,52,52,24
Civic,08/14/2015,,,20,24,21,22,24,24
Monash,08/13/2015,6,19,11,13,21,50,50,24
Florey,08/13/2015,,6,20,,25,43,43,24
Civic,08/13/2015,,,20,25,15,11,25,24
Civic,08/12/2015,,,20,23,17,8,23,24
Florey,08/12/2015,,19,20,,36,54,54,24
Monash,08/12/2015,9,15,14,16,33,63,63,24
Monash,08/11/2015,5,21,18,21,15,27,27,24
Civic,08/11/2015,,,25,31,23,23,31,24
Florey,08/11/2015,,21,25,,21,30,30,24
Monash,08/10/2015,8,16,15,17,39,90,90,24
Civic,08/10/2015,,,23,28,27,35,35,24
Florey,08/10/2015,,18,23,,38,69,69,24
Florey,08/09/2015,,19,27,,37,64,64,24
Monash,08/09/2015,13,23,16,19,40,91,91,24
Civic,08/09/2015,,,27,32,17,30,32,24
Monash,08/08/2015,12,22,24,29,32,79,79,24
Florey,08/08/2015,,20,26,,27,41,41,24
Civic,08/08/2015,,,26,32,20,28,32,24
Monash,08/07/2015,8,18,9,9,20,46,46,24
Civic,08/07/2015,,,21,24,18,20,24,24
Florey,08/07/2015,,15,21,,9,20,21,24
Civic,08/06/2015,,,23,29,11,15,29,24
Monash,08/06/2015,3,17,15,19,8,14,19,24
Florey,08/06/2015,,11,23,,8,10,23,24
Florey,08/05/2015,,7,26,,19,32,32,24
Monash,08/05/2015,1,6,17,20,18,47,47,24
Civic,08/05/2015,,,26,31,20,24,31,24
Civic,08/04/2015,,,25,31,21,24,31,24
Florey,08/04/2015,,15,25,,21,34,34,24
Monash,08/04/2015,8,15,14,16,23,53,53,24
Civic,08/03/2015,,,25,30,8,13,30,24
Florey,08/03/2015,,11,25,,8,13,25,24
Monash,08/03/2015,3,19,18,22,5,14,22,24
Florey,08/02/2015,,5,24,,12,12,24,24
Monash,08/02/2015,1,4,19,24,8,13,24,24
Civic,08/02/2015,,,24,29,13,15,29,24
Civic,08/01/2015,,,20,24,22,17,24,24
Monash,08/01/2015,3,4,11,13,13,24,24,24
Florey,08/01/2015,,13,20,,17,27,27,24
Monash,07/31/2015,3,18,14,17,15,37,37,24
Civic,07/31/2015,,,20,22,24,24,24,24
Florey,07/31/2015,,19,21,,25,19,25,24
Civic,07/30/2015,,,20,24,31,36,36,24
Florey,07/30/2015,,14,22,,37,14,37,24
Monash,07/30/2015,7,16,14,18,25,67,67,24
Monash,07/29/2015,12,19,15,17,32,78,78,24
Civic,07/29/2015,,,23,26,26,33,33,24
Florey,07/29/2015,,23,24,,32,51,51,24
Civic,07/28/2015,,,20,25,22,25,25,24
Monash,07/28/2015,7,19,19,23,22,45,45,24
Florey,07/28/2015,,16,21,,14,,21,24
Civic,07/27/2015,,,23,27,15,15,27,24
Monash,07/27/2015,2,14,11,14,9,16,16,24
Florey,07/27/2015,,7,19,,12,,19,24
Florey,07/26/2015,,0,23,,8,19,23,24
Monash,07/26/2015,0,1,14,17,10,14,17,24
Civic,07/26/2015,,,23,29,9,16,29,24
Civic,07/25/2015,,,23,27,9,20,27,24
Monash,07/25/2015,1,1,18,21,12,27,27,24
Florey,07/25/2015,,2,23,,8,19,23,24
Florey,07/24/2015,,15,18,,12,91,91,24
Civic,07/24/2015,,,19,21,12,23,23,24
Monash,07/24/2015,8,12,15,18,12,38,38,24
Florey,07/23/2015,,17,20,,35,94,94,24
Monash,07/23/2015,4,16,21,26,38,37,38,24
Civic,07/23/2015,,,18,18,24,38,38,24
Florey,07/22/2015,,17,10,,49,113,113,24
Civic,07/22/2015,,,6,4,35,50,50,24
Monash,07/22/2015,14,18,17,15,51,98,98,24
Monash,07/21/2015,15,23,14,16,42,99,99,24
Civic,07/21/2015,,,19,19,30,35,35,24
Florey,07/21/2015,,23,22,,50,90,90,24
Monash,07/20/2015,13,21,20,23,31,53,53,24
Florey,07/20/2015,,22,25,,46,95,95,24
Civic,07/20/2015,,,22,24,24,26,26,24
Civic,07/19/2015,,,23,28,14,26,28,24
Florey,07/19/2015,,,24,,39,101,101,24
Monash,07/19/2015,10,21,21,26,26,41,41,24
Florey,07/18/2015,,,21,,42,100,100,24
Civic,07/18/2015,,,24,29,21,33,33,24
Monash,07/18/2015,6,18,21,26,15,26,26,24
Florey,07/17/2015,,,25,,14,28,28,24
Monash,07/17/2015,1,17,21,25,4,8,25,24
Civic,07/17/2015,,,25,31,11,16,31,24
Monash,07/16/2015,4,11,17,22,13,22,22,24
Florey,07/16/2015,,17,21,,16,29,29,24
Civic,07/16/2015,,,23,28,14,23,28,24
Civic,07/15/2015,,,19,23,14,18,23,24
Monash,07/15/2015,4,13,15,18,10,20,20,24
Florey,07/15/2015,,16,20,,12,19,20,24
Civic,07/14/2015,,,21,25,10,13,25,24
Monash,07/14/2015,1,3,12,13,5,8,13,24
Florey,07/14/2015,,5,22,,9,16,22,24
Monash,07/13/2015,1,4,14,16,3,11,16,24
Florey,07/13/2015,,13,22,,7,12,22,24
Civic,07/13/2015,,,21,25,7,10,25,24
Florey,07/12/2015,,6,22,,15,26,26,24
Monash,07/12/2015,2,5,17,24,10,29,29,24
Civic,07/12/2015,,,26,33,12,16,33,24
Florey,07/11/2015,,12,22,,36,62,62,24
Civic,07/11/2015,,,28,33,21,33,33,24
Monash,07/11/2015,5,13,22,25,30,79,79,24
Florey,07/10/2015,,17,16,,43,76,76,24
Civic,07/10/2015,,,14,16,37,39,39,24
Monash,07/10/2015,15,15,15,17,45,100,100,24
Monash,07/09/2015,12,23,20,25,32,67,67,24
Civic,07/09/2015,,,21,23,31,33,33,24
Florey,07/09/2015,,22,26,,34,55,55,24
Monash,07/08/2015,10,21,21,23,29,50,50,24
Civic,07/08/2015,,,20,23,34,48,48,24
Florey,07/08/2015,,22,24,,31,48,48,24
Civic,07/07/2015,,,15,15,34,45,45,24
Florey,07/07/2015,,14,23,,22,32,32,24
Monash,07/07/2015,8,18,21,25,30,50,50,24
Monash,07/06/2015,10,16,13,16,57,138,138,24
Civic,07/06/2015,,,16,17,30,58,58,24
Florey,07/06/2015,,9,20,,55,95,95,24
Civic,07/05/2015,,,13,15,30,54,54,24
Monash,07/05/2015,13,,10,12,56,136,136,24
Florey,07/05/2015,,11,13,,53,92,92,24
Monash,07/04/2015,9,,15,16,37,79,79,24
Florey,07/04/2015,,13,17,,43,80,80,24
Civic,07/04/2015,,,14,16,29,38,38,24
Monash,07/03/2015,,,,,,,66,24
Civic,07/03/2015,,,20,23,30,40,40,24
Florey,07/03/2015,,21,24,,46,100,100,24
Monash,07/02/2015,,,,,,,62,24
Civic,07/02/2015,,,15,17,26,48,48,24
Florey,07/02/2015,,9,18,,27,35,35,24
Civic,07/01/2015,,,12,11,27,50,50,24
Florey,07/01/2015,,11,17,,50,16,50,24
Monash,07/01/2015,,,,,,,68,24
Civic,06/30/2015,,,15,18,32,50,50,24
Florey,06/30/2015,,13,15,,64,59,64,24
Monash,06/30/2015,,11,0,0,35,82,90,24
Monash,06/29/2015,,21,9,11,36,84,84,24
Civic,06/29/2015,,,21,24,26,42,42,24
Florey,06/29/2015,,20,22,,54,93,93,24
Civic,06/28/2015,,,20,19,21,36,36,24
Florey,06/28/2015,,,19,,40,94,94,24
Monash,06/28/2015,,15,19,22,47,116,116,24
Monash,06/27/2015,17,14,12,14,47,110,110,24
Civic,06/27/2015,,,15,15,26,42,42,24
Florey,06/27/2015,,12,16,,50,125,125,24
Florey,06/26/2015,,21,20,,36,47,47,24
Civic,06/26/2015,,,19,22,24,44,44,24
Monash,06/26/2015,12,19,23,27,31,76,76,24
Monash,06/25/2015,18,15,19,22,42,89,89,24
Civic,06/25/2015,,,12,12,31,50,50,24
Florey,06/25/2015,,12,17,,51,68,68,24
Monash,06/24/2015,12,17,19,21,31,71,71,24
Civic,06/24/2015,,,17,18,31,48,48,24
Florey,06/24/2015,,17,14,,44,157,157,24
Florey,06/23/2015,,16,18,,48,99,99,24
Monash,06/23/2015,13,20,16,19,36,92,92,24
Civic,06/23/2015,,,20,23,32,48,48,24
Florey,06/22/2015,,17,17,,53,110,110,24
Civic,06/22/2015,,,19,22,23,39,39,24
Monash,06/22/2015,16,18,14,14,46,112,112,24
Florey,06/21/2015,,17,21,,37,72,72,24
Civic,06/21/2015,,,20,23,16,34,34,24
Monash,06/21/2015,14,20,14,15,35,86,86,24
Florey,06/20/2015,,19,22,,23,47,47,24
Civic,06/20/2015,,,24,28,12,25,28,24
Monash,06/20/2015,7,19,24,29,13,27,29,24
Florey,06/19/2015,,22,20,,14,25,25,24
Monash,06/19/2015,2,14,22,23,5,17,23,24
Civic,06/19/2015,,,24,30,7,20,30,24
Florey,06/18/2015,,14,15,,10,24,24,24
Civic,06/18/2015,,,21,18,7,21,21,24
Monash,06/18/2015,4,15,21,12,8,17,21,24
Monash,06/17/2015,9,13,14,14,15,27,27,24
Civic,06/17/2015,,,10,10,9,23,23,24
Florey,06/17/2015,,14,6,,11,27,27,24
Civic,06/16/2015,,,13,16,16,18,18,24
Monash,06/16/2015,9,17,11,13,28,77,77,24
Florey,06/16/2015,,17,14,,31,46,46,24
Florey,06/15/2015,,7,22,,50,92,92,24
Monash,06/15/2015,15,13,19,23,52,131,131,24
Civic,06/15/2015,,,22,25,27,13,27,24
Florey,06/14/2015,,,21,,47,89,89,24
Monash,06/14/2015,20,19,22,25,56,137,137,24
Civic,06/14/2015,,,14,10,21,40,40,24
Florey,06/13/2015,,16,18,,46,78,78,24
Civic,06/13/2015,,,18,21,29,38,38,24
Monash,06/13/2015,15,16,19,22,42,100,100,24
Florey,06/12/2015,,23,17,,51,82,82,24
Monash,06/12/2015,19,21,20,23,50,115,115,24
Civic,06/12/2015,,,16,17,34,42,42,24
Florey,06/11/2015,,23,23,,38,65,65,24
Civic,06/11/2015,,,19,22,29,25,29,24
Monash,06/11/2015,14,23,24,27,30,60,60,24
Civic,06/10/2015,,,24,29,18,18,29,24
Monash,06/10/2015,7,21,19,23,9,36,36,24
Florey,06/10/2015,,23,24,,27,45,45,24
Florey,06/09/2015,,16,23,,18,32,32,24
Monash,06/09/2015,3,17,15,17,13,32,32,24
Civic,06/09/2015,,,21,25,14,15,25,24
Civic,06/08/2015,,,23,28,26,,28,24
Florey,06/08/2015,,,24,,43,94,94,24
Monash,06/08/2015,5,13,10,11,37,106,106,24
Civic,06/07/2015,,,24,28,29,,29,24
Florey,06/07/2015,,10,26,,51,104,104,24
Monash,06/07/2015,18,13,13,14,55,138,138,24
Florey,06/06/2015,,17,16,,37,75,75,24
Civic,06/06/2015,,,14,15,26,,26,24
Monash,06/06/2015,20,15,13,13,52,123,123,24
Monash,06/05/2015,15,21,24,27,25,52,52,24
Florey,06/05/2015,,17,26,,42,70,70,24
Civic,06/05/2015,,,21,24,34,,34,24
Civic,06/04/2015,,,22,26,35,,35,24
Florey,06/04/2015,,24,24,,47,78,78,24
Monash,06/04/2015,16,14,13,13,14,69,69,24
Monash,06/03/2015,11,22,18,22,19,58,58,24
Civic,06/03/2015,,,21,22,20,,22,24
Florey,06/03/2015,,26,26,,31,55,55,24
Monash,06/02/2015,14,15,21,26,19,72,72,24
Florey,06/02/2015,,23,26,,26,43,43,24
Civic,06/02/2015,,,22,25,20,,25,24
Monash,06/01/2015,8,19,8,10,14,34,34,24
Florey,06/01/2015,,17,26,,11,12,26,24
Civic,06/01/2015,,,24,28,10,,28,24
Monash,05/31/2015,6,8,7,9,21,50,50,24
Florey,05/31/2015,,4,20,,17,23,23,24
Civic,05/31/2015,,,21,26,13,,26,24
Monash,05/30/2015,11,14,11,13,23,51,51,24
Civic,05/30/2015,,,20,23,13,,23,24
Florey,05/30/2015,,12,19,,17,28,28,24
Civic,05/29/2015,,,20,25,24,,25,24
Florey,05/29/2015,,14,20,,25,38,38,24
Monash,05/29/2015,3,11,17,21,23,52,52,24
Florey,05/28/2015,,15,12,,39,83,83,24
Civic,05/28/2015,,,14,10,31,,31,24
Monash,05/28/2015,5,15,12,14,36,85,85,24
Monash,05/27/2015,14,14,15,16,43,102,102,24
Florey,05/27/2015,,18,18,,47,98,98,24
Civic,05/27/2015,,,18,19,35,,35,24
Florey,05/26/2015,,22,19,,44,95,95,24
Monash,05/26/2015,19,24,15,16,47,109,109,24
Civic,05/26/2015,,,15,15,28,,28,24
Florey,05/25/2015,,17,10,,44,87,87,24
Civic,05/25/2015,,,13,10,25,,25,24
Monash,05/25/2015,21,16,13,13,50,120,120,24
Monash,05/24/2015,18,17,16,19,48,120,120,24
Civic,05/24/2015,,,18,20,17,,20,24
Florey,05/24/2015,,17,17,,46,90,90,24
Florey,05/23/2015,,14,18,,18,38,38,24
Civic,05/23/2015,,,19,24,16,,24,24
Monash,05/23/2015,11,17,16,19,23,38,38,24
Civic,05/22/2015,,,23,28,15,,28,24
Florey,05/22/2015,,8,19,,17,31,31,24
Monash,05/22/2015,2,7,18,22,15,42,42,24
Florey,05/21/2015,,19,16,,17,32,32,24
Civic,05/21/2015,,,17,16,15,,17,24
Monash,05/21/2015,8,14,19,22,20,50,50,24
Monash,05/20/2015,5,15,21,26,33,80,80,24
Civic,05/20/2015,,,19,23,28,,28,24
Florey,05/20/2015,,12,19,,8,12,19,24
Florey,05/19/2015,,14,12,,44,76,76,24
Civic,05/19/2015,,,12,13,46,,46,24
Monash,05/19/2015,15,14,16,18,54,112,112,24
Florey,05/18/2015,,23,21,,51,89,89,24
Monash,05/18/2015,16,21,20,20,48,110,110,24
Civic,05/18/2015,,,22,26,34,,34,24
Civic,05/17/2015,,,18,20,23,,23,24
Florey,05/17/2015,,18,22,,48,87,87,24
Monash,05/17/2015,17,20,20,23,52,108,108,24
Monash,05/16/2015,12,19,20,24,26,58,58,24
Civic,05/16/2015,,,19,22,28,,28,24
Florey,05/16/2015,,16,22,,31,58,58,24
Florey,05/15/2015,,17,18,,38,73,73,24
Monash,05/15/2015,12,16,15,18,28,72,72,24
Civic,05/15/2015,,,17,20,34,,34,24
Monash,05/14/2015,7,18,6,7,22,55,55,24
Florey,05/14/2015,,16,18,,18,36,36,24
Civic,05/14/2015,,,16,19,23,,23,24
Florey,05/13/2015,,11,25,,15,20,25,24
Civic,05/13/2015,,,26,32,15,,32,24
Monash,05/13/2015,,18,14,17,11,,18,24
Florey,05/12/2015,,3,23,,9,14,23,24
Civic,05/12/2015,,,22,23,13,,23,24
Monash,05/12/2015,1,2,11,8,7,38,38,24
Civic,05/11/2015,,,21,25,20,,25,24
Florey,05/11/2015,,4,19,,10,10,19,24
Monash,05/11/2015,1,3,8,9,7,9,9,24
Florey,05/10/2015,,2,22,,12,11,22,24
Monash,05/10/2015,2,1,8,9,11,16,16,24
Civic,05/10/2015,,,21,25,23,,25,24
Civic,05/09/2015,,,19,22,26,,26,24
Florey,05/09/2015,,1,20,,20,20,20,24
Monash,05/09/2015,5,13,6,7,19,26,26,24
Monash,05/08/2015,4,15,20,27,18,17,27,24
Florey,05/08/2015,,6,21,,21,21,21,24
Civic,05/08/2015,,,17,21,27,,27,24
Florey,05/07/2015,,5,23,,67,34,67,24
Monash,05/07/2015,2,4,28,35,45,27,45,24
Civic,05/07/2015,,,18,22,72,,72,24
Florey,05/06/2015,,3,25,,169,67,169,24
