Name,DateTime,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_PM10,AQI_PM2.5,AQI_Site,Time
Monash,05/06/2015,2,4,33,41,119,31,119,24
Civic,05/06/2015,,,24,29,168,,168,24
Florey,05/05/2015,,12,25,,108,61,108,24
Monash,05/05/2015,5,12,31,38,82,32,82,24
Civic,05/05/2015,,,22,27,103,,103,24
Florey,05/04/2015,,17,16,,19,35,35,24
Monash,05/04/2015,6,18,22,26,19,26,26,24
Civic,05/04/2015,,,16,18,18,,18,24
Monash,05/03/2015,7,10,22,27,17,22,27,24
Florey,05/03/2015,,9,16,,16,27,27,24
Civic,05/03/2015,,,17,20,14,,20,24
Civic,05/02/2015,,,17,21,18,,21,24
Florey,05/02/2015,,10,16,,12,11,16,24
Monash,05/02/2015,5,14,23,29,16,23,29,24
Monash,05/01/2015,6,13,24,29,15,21,29,24
Civic,05/01/2015,,,16,19,17,,19,24
Florey,05/01/2015,,9,17,,12,11,17,24
Florey,04/30/2015,,8,19,,10,13,19,24
Civic,04/30/2015,,,16,19,18,,19,24
Monash,04/30/2015,3,13,22,27,12,16,27,24
Florey,04/29/2015,,10,22,,22,35,35,24
Civic,04/29/2015,,,19,23,17,,23,24
Monash,04/29/2015,5,8,24,29,14,22,29,24
Florey,04/28/2015,,18,21,,25,45,45,24
Civic,04/28/2015,,,20,24,20,,24,24
Monash,04/28/2015,2,14,21,26,10,22,26,24
Monash,04/27/2015,2,14,17,20,7,20,20,24
Florey,04/27/2015,,13,15,,16,28,28,24
Civic,04/27/2015,,,17,20,14,,20,24
Florey,04/26/2015,,12,11,,25,52,52,24
Monash,04/26/2015,4,11,18,23,19,35,35,24
Civic,04/26/2015,,,13,14,25,,25,24
Civic,04/25/2015,,,21,23,35,,35,24
Florey,04/25/2015,,10,18,,34,72,72,24
Monash,04/25/2015,5,12,21,27,24,38,38,24
Florey,04/24/2015,,15,16,,19,39,39,24
Monash,04/24/2015,4,10,15,18,14,16,18,24
Civic,04/24/2015,,,17,19,20,,20,24
Monash,04/23/2015,4,14,20,24,4,3,24,24
Florey,04/23/2015,,12,18,,5,6,18,24
Civic,04/23/2015,,,17,20,8,,20,24
Monash,04/22/2015,2,1,18,21,8,3,21,24
Civic,04/22/2015,,,18,22,9,,22,24
Florey,04/22/2015,,2,19,,8,10,19,24
Monash,04/21/2015,2,1,17,20,8,8,20,24
Civic,04/21/2015,,,17,21,12,,21,24
Florey,04/21/2015,,2,14,,12,12,14,24
Civic,04/20/2015,,,16,19,10,,19,24
Monash,04/20/2015,2,1,14,18,6,16,18,24
Florey,04/20/2015,,2,13,,11,24,24,24
Florey,04/19/2015,,5,12,,17,29,29,24
Monash,04/19/2015,3,4,16,20,17,20,20,24
Civic,04/19/2015,,,14,17,17,,17,24
Monash,04/18/2015,7,10,18,22,21,28,28,24
Florey,04/18/2015,,12,13,,19,35,35,24
Civic,04/18/2015,,,18,20,18,,20,24
Florey,04/17/2015,,16,5,,69,92,92,24
Civic,04/17/2015,,,5,2,50,,50,24
Monash,04/17/2015,4,15,20,23,26,48,48,24
Monash,04/16/2015,10,22,22,25,34,56,56,24
Florey,04/16/2015,,26,21,,69,99,99,24
Civic,04/16/2015,,,,,48,,48,24
Monash,04/15/2015,9,17,20,21,43,64,64,24
Civic,04/15/2015,,,,,42,,42,24
Florey,04/15/2015,,17,16,,36,51,51,24
Monash,04/14/2015,8,22,15,16,31,38,38,24
Civic,04/14/2015,,,,,32,,32,24
Florey,04/14/2015,,20,22,,24,35,35,24
Monash,04/13/2015,5,9,25,30,23,37,37,24
Civic,04/13/2015,,,,,25,,25,24
Florey,04/13/2015,,17,23,,21,37,37,24
Florey,04/12/2015,,10,,,21,40,40,24
Civic,04/12/2015,,,,,16,,16,24
Monash,04/12/2015,10,14,20,24,22,39,39,24
Civic,04/11/2015,,,,,11,,11,24
Monash,04/11/2015,6,15,18,21,14,17,21,24
Florey,04/11/2015,,16,,,10,21,21,24
Monash,04/10/2015,3,11,18,23,5,11,23,24
Civic,04/10/2015,,,,,8,,8,24
Florey,04/10/2015,,9,14,,7,10,14,24
Florey,04/09/2015,,7,11,,11,23,23,24
Civic,04/09/2015,,,,,13,,13,24
Monash,04/09/2015,3,7,20,24,5,4,24,24
Florey,04/08/2015,,14,16,,4,6,16,24
Monash,04/08/2015,3,10,23,26,4,11,26,24
Civic,04/08/2015,,,,,9,,9,24
Monash,04/07/2015,2,9,21,21,14,17,21,24
Civic,04/07/2015,,,,,14,,14,24
Florey,04/07/2015,,5,13,,8,17,17,24
Civic,04/06/2015,,,,,17,,17,24
Monash,04/06/2015,6,9,22,24,19,23,24,24
Florey,04/06/2015,,8,20,,14,17,20,24
Civic,04/05/2015,,,,,12,,12,24
Monash,04/05/2015,4,14,23,28,12,12,28,24
Florey,04/05/2015,,14,16,,6,13,16,24
Monash,04/04/2015,2,4,19,23,35,38,38,24
Civic,04/04/2015,,,,,36,,36,24
Florey,04/04/2015,,4,13,,36,42,42,24
Civic,04/03/2015,,,,,49,,49,24
Florey,04/03/2015,,2,17,,46,54,54,24
Monash,04/03/2015,3,1,16,20,45,50,50,24
Florey,04/02/2015,,21,26,,38,41,41,24
Civic,04/02/2015,,,,,44,,44,24
Monash,04/02/2015,6,20,18,22,39,49,49,24
Monash,04/01/2015,6,27,22,27,28,36,36,24
Florey,04/01/2015,,24,27,,24,28,28,24
Civic,04/01/2015,,,,,36,,36,24
Florey,03/31/2015,,14,30,,33,39,39,24
Civic,03/31/2015,,,,,51,,51,24
Monash,03/31/2015,5,13,36,45,41,60,60,24
Florey,03/30/2015,,19,27,,43,34,43,24
Civic,03/30/2015,,,,,49,,49,24
Monash,03/30/2015,5,20,37,42,38,49,49,24
Monash,03/29/2015,3,10,39,46,22,40,46,24
Florey,03/29/2015,,14,25,,17,18,25,24
Civic,03/29/2015,,,,,20,,20,24
Civic,03/28/2015,,,,,31,,31,24
Monash,03/28/2015,5,13,39,46,32,51,51,24
Florey,03/28/2015,,16,27,,27,16,27,24
Florey,03/27/2015,,13,16,,39,19,39,24
Civic,03/27/2015,,,,,39,,39,24
Monash,03/27/2015,3,17,27,33,36,32,36,24
Civic,03/26/2015,,,,,26,,26,24
Florey,03/26/2015,,12,15,,30,14,30,24
Monash,03/26/2015,8,14,31,38,27,27,38,24
Civic,03/25/2015,,,24,28,21,,28,24
Monash,03/25/2015,4,13,36,44,14,27,44,24
Florey,03/25/2015,,16,20,,16,37,37,24
Monash,03/24/2015,4,11,29,30,23,18,30,24
Civic,03/24/2015,,,23,26,26,,26,24
Florey,03/24/2015,,13,15,,21,23,23,24
Civic,03/23/2015,,,28,34,23,,34,24
Monash,03/23/2015,4,16,37,46,22,16,46,24
Florey,03/23/2015,,18,24,,16,19,24,24
Monash,03/22/2015,3,2,26,31,30,28,31,24
Civic,03/22/2015,,,21,25,35,,35,24
Florey,03/22/2015,,3,15,,33,40,40,24
Civic,03/21/2015,,,21,26,42,,42,24
Florey,03/21/2015,,2,18,,38,45,45,24
Monash,03/21/2015,2,1,26,32,36,38,38,24
Monash,03/20/2015,4,16,34,2,33,32,34,24
Civic,03/20/2015,,,27,32,43,,43,24
Florey,03/20/2015,,17,23,,30,24,30,24
Florey,03/19/2015,,23,27,,30,32,32,24
Civic,03/19/2015,,,31,38,34,,38,24
Monash,03/19/2015,3,21,37,42,27,25,42,24
Civic,03/18/2015,,,35,40,46,,46,24
Monash,03/18/2015,5,16,40,48,34,26,48,24
Florey,03/18/2015,,20,30,,36,31,36,24
Civic,03/17/2015,,,29,35,39,,39,24
Monash,03/17/2015,4,23,38,47,43,57,57,24
Florey,03/17/2015,,22,27,,41,48,48,24
Florey,03/16/2015,,11,23,,43,56,56,24
Monash,03/16/2015,4,12,34,42,47,66,66,24
Civic,03/16/2015,,,24,29,66,,66,24
Florey,03/15/2015,,18,23,,46,65,65,24
Civic,03/15/2015,,,28,30,,,30,24
Monash,03/15/2015,4,13,34,39,44,63,63,24
Monash,03/14/2015,3,21,42,49,34,41,49,24
Florey,03/14/2015,,20,33,,34,46,46,24
Civic,03/14/2015,,,30,37,42,,42,24
Civic,03/13/2015,,,20,26,48,,48,24
Florey,03/13/2015,,4,16,,44,57,57,24
Monash,03/13/2015,3,3,25,32,44,65,65,24
Florey,03/12/2015,,18,30,,43,57,57,24
Civic,03/12/2015,,,30,35,51,,51,24
Monash,03/12/2015,5,12,40,46,48,70,70,24
Florey,03/11/2015,,25,31,,36,44,44,24
Civic,03/11/2015,,,37,43,43,,43,24
Monash,03/11/2015,4,20,41,51,34,34,51,24
Florey,03/10/2015,,10,26,,40,54,54,24
Civic,03/10/2015,,,33,38,50,,50,24
Monash,03/10/2015,4,8,41,50,42,78,78,24
Monash,03/09/2015,5,16,28,34,51,103,103,24
Florey,03/09/2015,,19,21,,42,75,75,24
Civic,03/09/2015,,,24,29,61,,61,24
Monash,03/08/2015,3,12,34,39,28,44,44,24
Civic,03/08/2015,,,34,36,36,,36,24
Florey,03/08/2015,,25,25,,28,42,42,24
Civic,03/07/2015,,,24,29,61,,61,24
Monash,03/07/2015,3,12,29,34,32,44,44,24
Florey,03/07/2015,,16,20,,35,45,45,24
Florey,03/06/2015,,11,19,,33,40,40,24
Monash,03/06/2015,2,14,25,31,28,28,31,24
Civic,03/06/2015,,,24,28,53,,53,24
Civic,03/05/2015,,,25,30,32,,32,24
Florey,03/05/2015,,17,22,,,39,39,24
Monash,03/05/2015,2,12,29,33,26,30,33,24
Florey,03/04/2015,,20,28,,,47,47,24
Civic,03/04/2015,,,32,35,35,,35,24
Monash,03/04/2015,3,11,40,45,31,30,45,24
Florey,03/03/2015,,11,22,,,12,22,24
Civic,03/03/2015,,,30,36,33,,36,24
Monash,03/03/2015,2,11,37,44,31,21,44,24
Florey,03/02/2015,,5,27,,31,34,34,24
Monash,03/02/2015,2,8,32,40,26,31,40,24
Civic,03/02/2015,,,22,27,32,,32,24
Civic,03/01/2015,,,31,37,34,,37,24
Florey,03/01/2015,,22,26,,35,38,38,24
Monash,03/01/2015,5,19,42,49,31,29,49,24
Civic,02/28/2015,,,38,47,33,,47,24
Monash,02/28/2015,3,22,52,62,30,27,62,24
Florey,02/28/2015,,25,35,,33,37,37,24
Florey,02/27/2015,,17,27,,22,35,35,25
Monash,02/27/2015,3,20,44,52,22,26,52,25
Civic,02/27/2015,,,33,39,26,,39,25
Florey,02/26/2015,,9,19,,18,10,19,23
Civic,02/26/2015,,,26,31,19,,31,23
Monash,02/26/2015,3,6,32,39,16,10,39,23
Monash,02/25/2015,2,3,26,26,12,15,26,24
Civic,02/25/2015,,,15,19,14,,19,24
Florey,02/25/2015,,3,8,,15,18,18,24
Monash,02/24/2015,3,8,33,44,17,18,44,24
Florey,02/24/2015,,14,17,,21,16,21,24
Civic,02/24/2015,,,22,32,22,,32,24
Florey,02/23/2015,,10,24,,13,15,24,24
Monash,02/23/2015,3,9,42,51,16,14,51,24
Civic,02/23/2015,,,36,44,22,,44,24
Monash,02/22/2015,5,7,31,37,12,11,37,24
Florey,02/22/2015,,2,17,,15,11,17,24
Civic,02/22/2015,,,22,28,14,,28,24
Florey,02/21/2015,,9,14,,25,23,25,24
Civic,02/21/2015,,,18,22,28,,28,24
Monash,02/21/2015,4,8,28,32,21,18,32,24
Monash,02/20/2015,4,9,32,40,23,19,40,24
Florey,02/20/2015,,8,25,,29,28,29,24
Civic,02/20/2015,,,27,31,28,,31,24
Civic,02/19/2015,,,23,27,29,,29,24
Monash,02/19/2015,3,6,33,40,24,16,40,24
Florey,02/19/2015,,6,19,,31,5,31,24
Civic,02/18/2015,,,22,32,28,,32,24
Monash,02/18/2015,3,7,30,43,21,22,43,24
Florey,02/18/2015,,7,18,,14,52,52,24
Civic,02/17/2015,,,31,35,32,,35,24
Monash,02/17/2015,4,6,45,54,25,30,54,24
Florey,02/17/2015,,17,29,,31,52,52,24
Civic,02/16/2015,,,34,42,23,,42,24
Florey,02/16/2015,,11,34,,27,18,34,24
Monash,02/16/2015,4,6,50,58,22,22,58,24
Civic,02/15/2015,,,31,37,18,,37,24
Florey,02/15/2015,,9,20,,18,20,20,24
Monash,02/15/2015,5,7,39,48,17,16,48,24
Civic,02/14/2015,,,19,21,17,,21,24
Monash,02/14/2015,5,10,28,33,17,11,33,24
Florey,02/14/2015,,12,13,,18,10,18,24
Civic,02/13/2015,,,19,24,29,,29,24
Florey,02/13/2015,,4,14,,23,23,23,24
Monash,02/13/2015,3,6,65,46,19,25,65,24
Civic,02/12/2015,,,26,30,30,,30,24
Florey,02/12/2015,,7,19,,24,22,24,24
Monash,02/12/2015,,7,34,37,24,25,37,24
Florey,02/11/2015,,8,15,,32,26,32,24
Civic,02/11/2015,,,26,32,34,,34,24
Monash,02/11/2015,3,8,35,42,31,52,52,24
Florey,02/10/2015,,5,17,,21,16,21,24
Civic,02/10/2015,,,27,30,26,,30,24
Monash,02/10/2015,3,5,36,42,23,10,42,24
Florey,02/09/2015,,4,22,,29,22,29,24
Monash,02/09/2015,3,4,32,33,20,22,33,24
Civic,02/09/2015,,,27,35,23,,35,24
Florey,02/08/2015,,7,26,,26,21,26,24
Monash,02/08/2015,3,7,37,44,20,19,44,24
Civic,02/08/2015,,,29,35,21,,35,24
Monash,02/07/2015,3,4,33,37,18,17,37,24
Civic,02/07/2015,,,25,28,17,,28,24
Florey,02/07/2015,,8,16,,18,18,18,24
Civic,02/06/2015,,,21,23,17,,23,24
Florey,02/06/2015,,5,20,,17,19,20,24
Monash,02/06/2015,3,2,20,23,17,12,23,24
Florey,02/05/2015,,5,13,,17,19,19,24
Civic,02/05/2015,,,16,20,18,,20,24
Monash,02/05/2015,3,2,,,14,20,20,24
Monash,02/04/2015,4,6,,,19,18,19,24
Florey,02/04/2015,,6,13,,22,8,22,24
Civic,02/04/2015,,,14,16,20,,20,24
Civic,02/03/2015,,,22,27,14,,27,24
Florey,02/03/2015,,14,17,,12,14,17,24
Monash,02/03/2015,3,14,,,14,11,14,24
Monash,02/02/2015,2,1,,,15,17,17,24
Civic,02/02/2015,,,12,15,12,,15,24
Florey,02/02/2015,,3,15,,14,18,18,24
Monash,02/01/2015,2,6,,,14,16,16,24
Civic,02/01/2015,,,25,28,15,,28,24
Florey,02/01/2015,,6,17,,15,21,21,24
Monash,01/31/2015,2,5,,,7,4,7,24
Civic,01/31/2015,,,20,22,10,,22,24
Florey,01/31/2015,,9,9,,7,6,9,24
Monash,01/30/2015,2,2,,,7,3,7,24
Florey,01/30/2015,,13,9,,8,9,13,24
Civic,01/30/2015,,,14,16,9,,16,24
Civic,01/29/2015,,,13,16,16,,16,24
Florey,01/29/2015,,4,10,,11,14,14,24
Monash,01/29/2015,2,1,,,10,9,10,24
Monash,01/28/2015,2,1,,,10,9,10,24
Civic,01/28/2015,,,14,17,17,,17,24
Florey,01/28/2015,,3,10,,13,13,13,24
Monash,01/27/2015,2,2,,,14,13,14,24
Florey,01/27/2015,,3,6,,19,16,19,24
Civic,01/27/2015,,,12,15,18,,18,24
Florey,01/26/2015,,1,5,,21,24,24,24
Monash,01/26/2015,2,1,33,38,15,20,38,24
Civic,01/26/2015,,,15,21,21,,21,24
Florey,01/25/2015,,10,11,,19,31,31,24
Civic,01/25/2015,,,25,28,16,,28,24
Monash,01/25/2015,3,6,39,48,16,17,48,24
Florey,01/24/2015,,7,4,,26,22,26,24
Civic,01/24/2015,,,31,37,28,,37,24
Monash,01/24/2015,3,5,41,50,19,23,50,24
Civic,01/23/2015,,,32,38,29,,38,24
Florey,01/23/2015,,10,5,,27,22,27,24
Monash,01/23/2015,3,7,38,46,24,23,46,24
Civic,01/22/2015,,,30,32,26,,32,24
Monash,01/22/2015,5,6,32,39,20,20,39,24
Florey,01/22/2015,,7,4,,19,16,19,24
Civic,01/21/2015,,,23,29,27,,29,24
Monash,01/21/2015,3,6,33,40,18,22,40,24
Florey,01/21/2015,,5,17,,19,14,19,24
Civic,01/20/2015,,,28,34,25,,34,24
Monash,01/20/2015,3,4,26,32,24,20,32,24
Florey,01/20/2015,,2,19,,23,26,26,24
Monash,01/19/2015,3,4,33,39,22,28,39,24
Florey,01/19/2015,,4,13,,21,20,21,24
Civic,01/19/2015,,,18,22,23,,23,24
Monash,01/18/2015,2,9,29,36,17,21,36,24
Florey,01/18/2015,,13,21,,20,17,21,24
Civic,01/18/2015,,,28,34,18,,34,24
Monash,01/17/2015,1,5,31,38,13,16,38,24
Florey,01/17/2015,,5,17,,14,19,19,24
Civic,01/17/2015,,,26,32,14,,32,24
Florey,01/16/2015,,8,17,,14,20,20,24
Monash,01/16/2015,2,4,29,35,14,20,35,24
Civic,01/16/2015,,,27,31,15,,31,24
Monash,01/15/2015,2,8,27,33,13,22,33,24
Florey,01/15/2015,,8,15,,18,23,23,24
Civic,01/15/2015,,,22,27,14,,27,24
Florey,01/14/2015,,2,3,,13,11,13,24
Civic,01/14/2015,,,22,26,11,,26,24
Monash,01/14/2015,3,2,21,26,9,16,26,24
Monash,01/13/2015,3,4,21,25,9,8,25,24
Civic,01/13/2015,,,18,18,10,,18,24
Florey,01/13/2015,,5,0,,9,0,9,24
Monash,01/12/2015,2,2,26,32,7,8,32,24
Civic,01/12/2015,,,17,21,8,,21,24
Florey,01/12/2015,,3,5,,8,9,9,24
Civic,01/11/2015,,,22,26,15,,26,24
Monash,01/11/2015,4,2,41,45,13,14,45,24
Florey,01/11/2015,,2,0,,14,10,14,24
Civic,01/10/2015,,,37,40,16,,40,24
Monash,01/10/2015,4,4,38,41,15,14,41,24
Florey,01/10/2015,,6,0,,15,11,15,24
Monash,01/09/2015,5,8,42,50,20,19,50,24
Civic,01/09/2015,,,37,42,25,,42,24
Florey,01/09/2015,,7,9,,23,18,23,24
Florey,01/08/2015,,17,24,,26,26,26,24
Civic,01/08/2015,,,39,48,26,,48,24
Monash,01/08/2015,7,13,45,54,24,22,54,24
Monash,01/07/2015,6,16,45,52,23,23,52,24
Civic,01/07/2015,,,42,48,21,,48,24
Florey,01/07/2015,,21,30,,25,25,30,24
Florey,01/06/2015,,3,21,,20,18,21,24
Civic,01/06/2015,,,25,29,22,,29,24
Monash,01/06/2015,4,3,31,37,19,20,37,24
Monash,01/05/2015,4,6,41,47,20,20,47,24
Civic,01/05/2015,,,31,37,24,,37,24
Florey,01/05/2015,,7,24,,21,22,24,24
Civic,01/04/2015,,,40,47,26,,47,24
Monash,01/04/2015,3,7,35,40,25,26,40,24
Florey,01/04/2015,,9,25,,26,24,26,24
Monash,01/03/2015,3,6,44,55,32,30,55,24
Civic,01/03/2015,,,42,51,33,,51,24
Florey,01/03/2015,,10,35,,32,32,35,24
Civic,01/02/2015,,,42,51,38,,51,24
Florey,01/02/2015,,7,31,,38,35,38,24
Monash,01/02/2015,2,5,46,57,31,31,57,24
Civic,01/01/2015,0,0,32,37,40,0,40,24
Florey,01/01/2015,9,5,28,21,39,35,39,24
Monash,01/01/2015,6,2,33,39,31,21,39,24
Florey,12/31/2014,10,11,29,36,37,23,37,23
Monash,12/31/2014,6,7,26,31,31,21,31,21
Civic,12/31/2014,0,0,26,31,37,0,37,21
Civic,12/30/2014,0,0,21,25,52,0,52,24
Monash,12/30/2014,6,11,21,26,46,27,46,24
Florey,12/30/2014,9,12,24,30,57,38,57,24
Civic,12/29/2014,0,0,28,35,28,0,35,24
Monash,12/29/2014,7,6,29,36,29,16,36,24
Florey,12/29/2014,9,7,31,38,31,20,38,24
Florey,12/28/2014,9,5,30,37,26,16,37,24
Civic,12/28/2014,0,0,27,31,24,0,31,24
Monash,12/28/2014,6,3,29,36,23,19,36,24
Florey,12/27/2014,8,1,23,29,26,24,29,24
Monash,12/27/2014,6,1,20,25,22,21,25,24
Civic,12/27/2014,0,0,19,24,24,0,24,24
Florey,12/26/2014,9,3,23,29,21,26,29,24
Monash,12/26/2014,8,2,22,25,18,19,25,24
Civic,12/26/2014,0,0,23,26,15,0,26,24
Florey,12/25/2014,9,4,34,40,14,11,40,24
Civic,12/25/2014,0,0,33,38,12,0,38,24
Monash,12/25/2014,8,4,33,40,16,18,40,24
Monash,12/24/2014,8,5,25,27,13,14,27,23
Florey,12/24/2014,10,9,25,31,14,12,31,23
Civic,12/24/2014,0,0,22,25,16,0,25,23
Monash,12/23/2014,9,7,38,39,25,23,39,25
Civic,12/23/2014,0,0,31,36,28,0,36,25
Florey,12/23/2014,9,8,34,42,23,20,42,25
Civic,12/22/2014,0,0,38,46,31,0,46,24
Monash,12/22/2014,7,6,38,45,29,27,45,24
Florey,12/22/2014,9,11,41,48,29,26,48,24
Florey,12/21/2014,9,16,35,43,32,34,43,21
Monash,12/21/2014,6,18,31,38,27,26,38,21
Civic,12/21/2014,0,0,30,37,31,0,37,21
Florey,12/20/2014,8,2,24,30,30,17,30,25
Monash,12/20/2014,6,2,22,26,28,19,28,25
Civic,12/20/2014,0,0,22,27,33,0,33,25
Monash,12/19/2014,6,1,21,25,22,34,27,14
Civic,12/19/2014,0,0,20,25,40,0,40,22
Florey,12/19/2014,8,11,27,32,32,32,32,22
Monash,12/18/2014,7,1,28,35,57,49,57,10
Florey,12/18/2014,8,4,29,35,60,38,60,24
Civic,12/18/2014,0,0,24,29,62,0,62,24
Civic,12/17/2014,0,0,28,32,76,0,76,48
Monash,12/17/2014,2,3,34,42,65,58,65,35
Florey,12/17/2014,9,4,35,41,75,71,75,35
Monash,12/16/2014,5,11,43,54,35,27,54,24
Civic,12/16/2014,0,0,38,41,45,0,45,24
Florey,12/16/2014,9,14,44,46,37,40,46,24
Civic,12/15/2014,0,0,35,41,18,0,41,24
Monash,12/15/2014,4,8,36,40,16,13,40,24
Florey,12/15/2014,8,13,36,42,17,19,42,24
Civic,12/14/2014,0,0,22,27,16,0,27,24
Monash,12/14/2014,5,4,20,25,17,8,25,24
Florey,12/14/2014,8,5,27,33,14,12,33,24
Civic,12/13/2014,0,0,13,17,11,0,17,24
Monash,12/13/2014,5,1,15,18,11,7,18,24
Florey,12/13/2014,7,2,17,21,12,8,21,24
Civic,12/12/2014,0,0,11,14,11,0,14,24
Florey,12/12/2014,8,2,15,18,14,22,22,24
Monash,12/12/2014,11,0,11,14,9,14,14,24
Florey,12/11/2014,8,8,23,28,15,19,28,24
Monash,12/11/2014,5,2,22,26,17,17,26,24
Civic,12/11/2014,0,0,21,25,18,0,25,24
Civic,12/10/2014,0,0,37,43,16,0,43,23
Florey,12/10/2014,8,8,40,47,12,12,47,23
Monash,12/10/2014,5,6,36,43,12,12,43,23
Florey,12/09/2014,8,1,32,39,14,9,39,20
Civic,12/09/2014,0,0,32,38,17,0,38,20
Monash,12/09/2014,6,2,34,40,15,14,40,20
Civic,12/08/2014,0,0,31,39,17,0,39,23
Monash,12/08/2014,5,13,35,44,16,17,44,23
Florey,12/08/2014,11,15,37,46,17,18,46,23
Monash,12/07/2014,5,18,31,38,10,13,38,23
Civic,12/07/2014,0,0,30,37,10,0,37,23
Florey,12/07/2014,10,16,33,41,14,18,41,23
Civic,12/06/2014,0,0,35,42,16,0,42,24
Florey,12/06/2014,8,6,40,47,15,14,47,24
Monash,12/06/2014,5,3,40,46,14,20,46,24
Florey,12/05/2014,9,9,42,52,16,15,52,30
Civic,12/05/2014,0,0,38,46,14,0,46,29
Monash,12/05/2014,5,7,42,50,16,12,50,30
Civic,12/04/2014,0,0,34,41,23,0,41,24
Florey,12/04/2014,9,8,39,47,16,14,47,24
Monash,12/04/2014,5,15,36,44,11,15,44,24
Florey,12/03/2014,9,12,46,54,23,22,54,23
Civic,12/03/2014,0,0,41,46,29,0,46,23
Monash,12/03/2014,5,11,42,39,25,21,42,23
Monash,12/02/2014,4,22,46,56,16,22,56,22
Florey,12/02/2014,8,16,46,56,19,19,56,22
Civic,12/02/2014,0,0,40,50,18,0,50,22
Monash,12/01/2014,4,7,46,54,19,15,54,23
Civic,12/01/2014,0,0,40,47,21,0,47,23
Florey,12/01/2014,8,8,46,55,17,21,40,23
Monash,11/30/2014,5,8,40,48,25,17,48,24
Florey,11/30/2014,8,11,42,47,22,16,47,24
Civic,11/30/2014,0,0,38,44,28,0,44,24
Civic,11/29/2014,0,0,34,41,24,0,41,23
Monash,11/29/2014,6,5,32,40,20,17,40,23
Florey,11/29/2014,8,7,36,43,23,18,43,23
Florey,11/28/2014,7,10,30,37,19,24,37,22
Monash,11/28/2014,6,4,32,38,17,17,38,22
Civic,11/28/2014,0,0,28,35,20,0,35,21
Monash,11/27/2014,6,2,29,35,22,17,35,24
Civic,11/27/2014,0,0,24,29,26,0,29,24
Florey,11/27/2014,7,1,29,36,21,14,36,24
Monash,11/26/2014,5,5,24,29,24,15,29,24
Florey,11/26/2014,8,9,28,33,20,24,33,24
Civic,11/26/2014,0,0,23,27,26,0,27,24
Monash,11/25/2014,8,3,32,37,17,17,37,24
Florey,11/25/2014,9,13,32,39,23,31,39,24
Civic,11/25/2014,0,0,31,35,24,0,35,24
Civic,11/24/2014,0,0,30,36,37,0,37,23
Monash,11/24/2014,8,17,35,43,32,24,43,23
Florey,11/24/2014,10,,36,44,34,31,44,22
Civic,11/23/2014,0,0,47,54,36,0,54,24
Florey,11/23/2014,12,17,45,40,36,30,45,24
Monash,11/23/2014,7,18,46,55,28,23,55,24
Monash,11/22/2014,6,26,42,51,22,21,51,24
Civic,11/22/2014,0,0,38,44,27,0,44,24
Florey,11/22/2014,9,26,42,50,25,20,50,24
Florey,11/21/2014,9,19,37,46,30,22,46,24
Monash,11/21/2014,7,21,36,44,34,23,44,24
Civic,11/21/2014,0,0,31,38,32,0,38,24
Civic,11/20/2014,0,0,39,47,30,0,47,24
Florey,11/20/2014,11,24,45,54,26,29,54,24
Monash,11/20/2014,7,30,42,52,31,23,52,24
Florey,11/19/2014,8,24,40,47,19,20,47,21
Monash,11/19/2014,6,25,36,43,18,20,43,21
Civic,11/19/2014,0,0,32,38,18,0,38,21
Monash,11/18/2014,5,6,27,33,13,15,33,17
Florey,11/18/2014,7,8,27,34,12,16,34,17
Civic,11/18/2014,0,0,25,30,16,0,30,17
Monash,11/17/2014,4,8,30,36,10,18,36,23
Civic,11/17/2014,0,0,25,28,12,,28,23
Florey,11/17/2014,7,8,34,47,17,21,47,23
Civic,11/16/2014,,,31,38,37,,38,24
Monash,11/16/2014,5,2,31,38,31,28,38,24
Florey,11/16/2014,7,3,33,40,30,17,40,24
Civic,11/15/2014,,,39,43,56,,56,24
Monash,11/15/2014,5,5,45,53,48,40,53,24
Florey,11/15/2014,7,7,43,49,58,33,58,24
Monash,11/14/2014,7,15,42,50,40,34,50,24
Florey,11/14/2014,11,24,43,54,47,34,54,24
Civic,11/14/2014,,,38,46,58,,58,24
Florey,11/13/2014,9,29,40,48,35,34,48,24
Monash,11/13/2014,6,28,36,45,29,34,45,24
Civic,11/13/2014,,,37,43,28,,43,24
Monash,11/12/2014,,,,,,,0,24
Florey,11/12/2014,6,5,32,39,25,24,39,24
Civic,11/12/2014,,,29,34,28,,34,24
Civic,11/11/2014,0,0,30,35,28,0,35,25
Florey,11/11/2014,6,3,33,40,25,22,40,25
Monash,11/11/2014,4,5,35,40,22,24,40,25
Florey,11/10/2014,6,2,41,48,33,15,48,24
Monash,11/10/2014,3,2,40,46,25,27,46,24
Civic,11/10/2014,0,0,40,47,30,0,47,24
Civic,11/09/2014,0,0,39,46,33,0,46,24
Florey,11/09/2014,11,18,44,52,33,30,52,24
Monash,11/09/2014,7,20,43,50,34,34,50,24
Florey,11/08/2014,8,21,41,50,33,28,50,22
Monash,11/08/2014,5,23,37,46,34,28,46,22
Civic,11/08/2014,0,0,37,45,35,0,45,22
Civic,11/07/2014,0,0,33,38,34,0,38,24
Monash,11/07/2014,5,12,30,35,26,35,35,24
Florey,11/07/2014,6,6,43,51,32,28,51,24
